,lat,lon,precio,sup_total,expensas,ambientes,fuente,precio_moneda,geometry,index_right,BARRIO
0,-34.61254,-58.371790000000004,63000.0,144.0,17500.0,4.0,argenprop,$,POINT (-58.37179 -34.61254),41,MONSERRAT
137,-34.61099,-58.37635,65000.0,210.0,8000.0,10.0,argenprop,$,POINT (-58.37635 -34.61099),41,MONSERRAT
308,-34.61715,-58.38012,42000.0,60.0,5700.0,3.0,argenprop,$,POINT (-58.38012 -34.61715),41,MONSERRAT
382,-34.61611,-58.39045,16800.0,18.5,3500.0,1.0,argenprop,$,POINT (-58.39045 -34.61611),41,MONSERRAT
679,-34.608990000000006,-58.37911999999999,33000.0,61.0,8000.0,3.0,argenprop,$,POINT (-58.37911999999999 -34.60899000000001),41,MONSERRAT
684,-34.61309,-58.38136,32000.0,50.0,6500.0,3.0,argenprop,$,POINT (-58.38136 -34.61309),41,MONSERRAT
701,-34.61422,-58.37984,38000.0,39.0,3890.0,1.0,argenprop,$,POINT (-58.37984 -34.61422),41,MONSERRAT
703,-34.60962,-58.37904,28000.0,45.0,9000.0,2.0,argenprop,$,POINT (-58.37904 -34.60962),41,MONSERRAT
822,-34.61111,-58.38456,37000.0,40.0,3700.0,3.0,argenprop,$,POINT (-58.38456 -34.61111),41,MONSERRAT
842,-34.61327,-58.385780000000004,20000.0,28.0,2400.0,1.0,argenprop,$,POINT (-58.38578 -34.61327),41,MONSERRAT
949,-34.6138,-58.389669999999995,27000.0,53.0,6500.0,1.0,argenprop,$,POINT (-58.38967 -34.6138),41,MONSERRAT
986,-34.61419,-58.37871,31000.0,37.0,4300.0,1.0,argenprop,$,POINT (-58.37871 -34.61419),41,MONSERRAT
1014,-34.61105,-58.37048000000001,22000.0,26.0,4500.0,1.0,argenprop,$,POINT (-58.37048000000001 -34.61105),41,MONSERRAT
1058,-34.6141,-58.391580000000005,22000.0,28.0,4300.0,1.0,argenprop,$,POINT (-58.39158 -34.6141),41,MONSERRAT
1133,-34.61217,-58.383359999999996,2500000.0,3409.0,0.0,1.0,argenprop,$,POINT (-58.38336 -34.61217),41,MONSERRAT
1147,-34.613409999999995,-58.3888,25500.0,25.0,4500.0,2.0,argenprop,$,POINT (-58.3888 -34.61340999999999),41,MONSERRAT
1157,-34.61162,-58.39068,2000000.0,2800.0,0.0,1.0,argenprop,$,POINT (-58.39068 -34.61162),41,MONSERRAT
1193,-34.60986,-58.37641,26000.0,40.0,6800.0,2.0,argenprop,$,POINT (-58.37641 -34.60986),41,MONSERRAT
187,-34.61541867142857,-58.390289497959174,29000.0,34.0,0.0,1.0,zonaprop,$,POINT (-58.39028949795917 -34.61541867142857),41,MONSERRAT
229,-34.61594051428572,-58.371280171428566,38000.0,38.0,5100.0,2.0,zonaprop,$,POINT (-58.37128017142857 -34.61594051428572),41,MONSERRAT
230,-34.6138227,-58.374617,23900.0,21.0,1.0,1.0,zonaprop,$,POINT (-58.374617 -34.6138227),41,MONSERRAT
488,-34.6111088,-58.390364600000005,26000.0,42.0,4400.0,2.0,zonaprop,$,POINT (-58.39036460000001 -34.6111088),41,MONSERRAT
626,-34.609429600000006,-58.3790955,28000.0,45.0,9000.0,2.0,zonaprop,$,POINT (-58.3790955 -34.60942960000001),41,MONSERRAT
719,-34.61004055714285,-58.3820398510204,83000.0,120.0,11000.0,4.0,zonaprop,$,POINT (-58.3820398510204 -34.61004055714285),41,MONSERRAT
852,-34.61561079999999,-58.387362100000004,40000.0,65.0,5400.0,3.0,zonaprop,$,POINT (-58.3873621 -34.61561079999999),41,MONSERRAT
856,-34.6156051,-58.3674914,65000.0,48.0,13120.0,1.0,zonaprop,$,POINT (-58.3674914 -34.6156051),41,MONSERRAT
966,-34.611389200000005,-58.39165920000001,40000.0,62.0,0.0,3.0,zonaprop,$,POINT (-58.39165920000001 -34.6113892),41,MONSERRAT
1022,-34.61116796530612,-58.37753078163265,45000.0,85.0,8500.0,3.0,zonaprop,$,POINT (-58.37753078163265 -34.61116796530612),41,MONSERRAT
1262,-34.6088253,-58.36985870000001,30000.0,45.0,6500.0,2.0,zonaprop,$,POINT (-58.36985870000001 -34.6088253),41,MONSERRAT
1302,-34.61789147142857,-58.38916926734694,49000.0,70.0,0.0,3.0,zonaprop,$,POINT (-58.38916926734694 -34.61789147142857),41,MONSERRAT
1321,-34.6155663,-58.384317599999996,70000.0,125.0,15000.0,6.0,zonaprop,$,POINT (-58.3843176 -34.6155663),41,MONSERRAT
1379,-34.612633128571424,-58.3907859,21000.0,35.0,7000.0,2.0,zonaprop,$,POINT (-58.3907859 -34.61263312857142),41,MONSERRAT
1414,-34.613358500000004,-58.38311379999999,60000.0,42.0,5300.0,2.0,zonaprop,$,POINT (-58.38311379999999 -34.6133585),41,MONSERRAT
1446,-34.613257742857144,-58.37318442448979,27000.0,51.0,4500.0,2.0,zonaprop,$,POINT (-58.37318442448979 -34.61325774285714),41,MONSERRAT
1600,-34.6080328,-58.3749573,45000.0,52.0,11400.0,3.0,zonaprop,$,POINT (-58.3749573 -34.6080328),41,MONSERRAT
1629,-34.613835200000004,-58.37602879999999,18000.0,25.0,2800.0,1.0,zonaprop,$,POINT (-58.37602879999999 -34.6138352),41,MONSERRAT
1630,-34.6138919,-58.374469999999995,23000.0,39.0,7500.0,1.0,zonaprop,$,POINT (-58.37447 -34.6138919),41,MONSERRAT
1631,-34.6080328,-58.3749573,55000.0,63.0,9500.0,3.0,zonaprop,$,POINT (-58.3749573 -34.6080328),41,MONSERRAT
1655,-34.6092404,-58.37630479999999,28000.0,50.0,7800.0,2.0,zonaprop,$,POINT (-58.37630479999999 -34.6092404),41,MONSERRAT
1689,-34.609371,-58.3860179,26000.0,40.0,3500.0,1.0,zonaprop,$,POINT (-58.3860179 -34.609371),41,MONSERRAT
1799,-34.61425139999999,-58.37886054772113,29000.0,40.0,4500.0,1.0,zonaprop,$,POINT (-58.37886054772113 -34.61425139999999),41,MONSERRAT
1868,-34.60916470000001,-58.3711512,55000.0,46.0,7500.0,2.0,zonaprop,$,POINT (-58.3711512 -34.60916470000001),41,MONSERRAT
1947,-34.6092154,-58.388100699999995,60000.0,204.0,12500.0,6.0,zonaprop,$,POINT (-58.3881007 -34.6092154),41,MONSERRAT
1956,-34.612207,-58.3860666,60000.0,101.0,11000.0,3.0,zonaprop,$,POINT (-58.3860666 -34.612207),41,MONSERRAT
2010,-34.6138227,-58.374617,45000.0,64.0,6500.0,3.0,zonaprop,$,POINT (-58.374617 -34.6138227),41,MONSERRAT
2012,-34.615219399999994,-58.3773314,27500.0,40.0,5000.0,1.0,zonaprop,$,POINT (-58.3773314 -34.61521939999999),41,MONSERRAT
2053,-34.6136484,-58.37317320000001,35000.0,63.0,6000.0,3.0,zonaprop,$,POINT (-58.37317320000001 -34.6136484),41,MONSERRAT
2078,-34.6088984,-58.387162100000005,31000.0,60.0,10129.0,1.0,zonaprop,$,POINT (-58.3871621 -34.6088984),41,MONSERRAT
2151,-34.61014717142857,-58.388190216326535,21000.0,35.0,6500.0,2.0,zonaprop,$,POINT (-58.38819021632654 -34.61014717142857),41,MONSERRAT
2208,-34.608909499999996,-58.377708,22000.0,25.0,5100.0,1.0,zonaprop,$,POINT (-58.377708 -34.6089095),41,MONSERRAT
2293,-34.613244800000004,-58.37784904063072,48000.0,60.0,11000.0,3.0,zonaprop,$,POINT (-58.37784904063072 -34.6132448),41,MONSERRAT
2320,-34.6164425,-58.3830034,90000.0,142.0,0.0,6.0,zonaprop,$,POINT (-58.3830034 -34.6164425),41,MONSERRAT
2380,-34.6088667,-58.3709532,50000.0,66.0,4900.0,3.0,zonaprop,$,POINT (-58.3709532 -34.6088667),41,MONSERRAT
2415,-34.6167402,-58.390271,45000.0,90.0,0.0,3.0,zonaprop,$,POINT (-58.390271 -34.6167402),41,MONSERRAT
2418,-34.6102593,-58.3812079716357,22000.0,30.0,4800.0,1.0,zonaprop,$,POINT (-58.3812079716357 -34.6102593),41,MONSERRAT
2510,-34.616533000000004,-58.384268000000006,27000.0,38.0,3000.0,2.0,zonaprop,$,POINT (-58.38426800000001 -34.616533),41,MONSERRAT
2670,-34.6115595,-58.3841265,31000.0,52.0,8500.0,2.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
2831,-34.6107881,-58.383288799999995,25000.0,55.0,5000.0,2.0,zonaprop,$,POINT (-58.3832888 -34.6107881),41,MONSERRAT
2954,-34.6113172,-58.390262899999996,34000.0,56.0,7500.0,3.0,zonaprop,$,POINT (-58.3902629 -34.6113172),41,MONSERRAT
2982,-34.612072999999995,-58.384634999999996,25000.0,27.0,2700.0,1.0,zonaprop,$,POINT (-58.384635 -34.612073),41,MONSERRAT
3254,-34.61485,-58.374497600000005,48000.0,80.0,11000.0,3.0,zonaprop,$,POINT (-58.37449760000001 -34.61485),41,MONSERRAT
3355,-34.612207,-58.3860666,30000.0,34.0,5327.0,1.0,zonaprop,$,POINT (-58.3860666 -34.612207),41,MONSERRAT
3362,-34.6138227,-58.374617,100000.0,449.0,0.0,7.0,zonaprop,$,POINT (-58.374617 -34.6138227),41,MONSERRAT
3383,-34.6138227,-58.374617,48000.0,52.0,8500.0,3.0,zonaprop,$,POINT (-58.374617 -34.6138227),41,MONSERRAT
3453,-34.616813,-58.385707,47000.0,65.0,2500.0,3.0,zonaprop,$,POINT (-58.385707 -34.616813),41,MONSERRAT
3475,-34.6123684,-58.388782400000004,24000.0,28.0,3000.0,1.0,zonaprop,$,POINT (-58.3887824 -34.6123684),41,MONSERRAT
3498,-34.6115595,-58.3841265,31000.0,40.0,0.0,2.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
3524,-34.616344385714285,-58.379490399999995,25000.0,32.0,54000.0,1.0,zonaprop,$,POINT (-58.37949039999999 -34.61634438571429),41,MONSERRAT
3656,-34.6155734,-58.3889715,26000.0,45.0,5537.0,2.0,zonaprop,$,POINT (-58.3889715 -34.6155734),41,MONSERRAT
3660,-34.608893800000004,-58.37370442203471,35000.0,60.0,7000.0,3.0,zonaprop,$,POINT (-58.37370442203471 -34.6088938),41,MONSERRAT
3682,-34.6167733,-58.3915366,20000.0,40.0,17000.0,1.0,zonaprop,$,POINT (-58.3915366 -34.6167733),41,MONSERRAT
3717,-34.6129755,-58.37749350000001,24000.0,24.0,3355.0,1.0,zonaprop,$,POINT (-58.37749350000001 -34.6129755),41,MONSERRAT
3734,-34.6129755,-58.37749350000001,32000.0,40.0,5655.0,2.0,zonaprop,$,POINT (-58.37749350000001 -34.6129755),41,MONSERRAT
3822,-34.60916470000001,-58.3711512,29500.0,45.0,4800.0,2.0,zonaprop,$,POINT (-58.3711512 -34.60916470000001),41,MONSERRAT
3831,-34.6091076,-58.37376089999999,25000.0,35.0,6000.0,2.0,zonaprop,$,POINT (-58.37376089999999 -34.6091076),41,MONSERRAT
3854,-34.609429600000006,-58.3790955,35000.0,44.0,9000.0,2.0,zonaprop,$,POINT (-58.3790955 -34.60942960000001),41,MONSERRAT
3864,-34.607065999999996,-58.3699819,65000.0,55.0,0.0,2.0,zonaprop,$,POINT (-58.3699819 -34.607066),41,MONSERRAT
3868,-34.607065999999996,-58.3699819,60000.0,55.0,0.0,2.0,zonaprop,$,POINT (-58.3699819 -34.607066),41,MONSERRAT
3920,-34.6168205,-58.3873687,95000.0,195.0,10000.0,5.0,zonaprop,$,POINT (-58.3873687 -34.6168205),41,MONSERRAT
3953,-34.6152088,-58.380228,30000.0,43.0,10000.0,1.0,zonaprop,$,POINT (-58.380228 -34.6152088),41,MONSERRAT
4341,-34.615288863265306,-58.378551079591844,32000.0,40.0,5500.0,1.0,zonaprop,$,POINT (-58.37855107959184 -34.61528886326531),41,MONSERRAT
4358,-34.61558529999999,-58.390287,18000.0,24.0,4500.0,1.0,zonaprop,$,POINT (-58.390287 -34.61558529999999),41,MONSERRAT
4430,-34.6155183,-58.38890010000001,33000.0,41.0,0.0,2.0,zonaprop,$,POINT (-58.38890010000001 -34.6155183),41,MONSERRAT
4436,-34.6155183,-58.38890010000001,34000.0,52.0,0.0,2.0,zonaprop,$,POINT (-58.38890010000001 -34.6155183),41,MONSERRAT
4553,-34.6115595,-58.3841265,32000.0,40.0,5100.0,2.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
4563,-34.6115595,-58.3841265,48000.0,75.0,11000.0,3.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
4707,-34.6115595,-58.3841265,37000.0,75.0,3000.0,3.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
4816,-34.609916438775514,-58.385025508163274,19000.0,30.0,7900.0,1.0,zonaprop,$,POINT (-58.38502550816327 -34.60991643877551),41,MONSERRAT
4991,-34.6115595,-58.3841265,50000.0,95.0,8000.0,4.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
5041,-34.6115595,-58.3841265,32000.0,40.0,0.0,2.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
5062,-34.615781618367336,-58.377368663265315,28000.0,35.0,3500.0,2.0,zonaprop,$,POINT (-58.37736866326532 -34.61578161836734),41,MONSERRAT
5071,-34.6092538,-58.382069900000005,39000.0,70.0,3500.0,3.0,zonaprop,$,POINT (-58.3820699 -34.6092538),41,MONSERRAT
5078,-34.614261,-58.383075500000004,25000.0,30.0,8000.0,1.0,zonaprop,$,POINT (-58.3830755 -34.614261),41,MONSERRAT
5136,-34.61013631428572,-58.38799847755102,28000.0,35.0,5000.0,2.0,zonaprop,$,POINT (-58.38799847755102 -34.61013631428572),41,MONSERRAT
5178,-34.6088156,-58.38619739999999,19900.0,32.0,4500.0,1.0,zonaprop,$,POINT (-58.38619739999999 -34.6088156),41,MONSERRAT
5205,-34.6091155,-58.3825637,42000.0,76.0,11500.0,4.0,zonaprop,$,POINT (-58.3825637 -34.6091155),41,MONSERRAT
5355,-34.613244800000004,-58.37784904063072,20000.0,21.0,0.0,1.0,zonaprop,$,POINT (-58.37784904063072 -34.6132448),41,MONSERRAT
5391,-34.6157003,-58.368762800000006,39000.0,32000.0,6100.0,3.0,zonaprop,$,POINT (-58.36876280000001 -34.6157003),41,MONSERRAT
5399,-34.6155183,-58.38890010000001,29000.0,27.0,0.0,2.0,zonaprop,$,POINT (-58.38890010000001 -34.6155183),41,MONSERRAT
5400,-34.6155183,-58.38890010000001,29000.0,27.0,0.0,2.0,zonaprop,$,POINT (-58.38890010000001 -34.6155183),41,MONSERRAT
5487,-34.6167402,-58.390271,26000.0,42.0,2500.0,2.0,zonaprop,$,POINT (-58.390271 -34.6167402),41,MONSERRAT
5488,-34.6115595,-58.3841265,27500.0,40.0,5000.0,1.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
5558,-34.61027670000001,-58.374725399999996,25000.0,40.0,7000.0,2.0,zonaprop,$,POINT (-58.3747254 -34.61027670000001),41,MONSERRAT
5574,-34.609419844,-58.38512614,23500.0,25.0,3800.0,1.0,zonaprop,$,POINT (-58.38512614 -34.609419844),41,MONSERRAT
5612,-34.6092189,-58.390874600000004,28000.0,25.0,0.0,1.0,zonaprop,$,POINT (-58.3908746 -34.6092189),41,MONSERRAT
5645,-34.6151021,-58.375923300000004,60000.0,70.0,0.0,2.0,zonaprop,$,POINT (-58.3759233 -34.6151021),41,MONSERRAT
5713,-34.6097201,-58.3822795,90000.0,133.0,12452.0,6.0,zonaprop,$,POINT (-58.3822795 -34.6097201),41,MONSERRAT
5782,-34.6124679,-58.38052672301849,18500.0,25.0,3000.0,1.0,zonaprop,$,POINT (-58.38052672301849 -34.6124679),41,MONSERRAT
5817,-34.6115595,-58.3841265,47000.0,100.0,5500.0,5.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
5833,-34.6153894,-58.38582460000001,50000.0,102.0,16000.0,4.0,zonaprop,$,POINT (-58.38582460000001 -34.6153894),41,MONSERRAT
5839,-34.6092404,-58.37630479999999,27000.0,44.0,7800.0,2.0,zonaprop,$,POINT (-58.37630479999999 -34.6092404),41,MONSERRAT
5841,-34.613244800000004,-58.37784904063072,33000.0,42.0,8200.0,2.0,zonaprop,$,POINT (-58.37784904063072 -34.6132448),41,MONSERRAT
5890,-34.607065999999996,-58.3699819,50000.0,56.0,0.0,2.0,zonaprop,$,POINT (-58.3699819 -34.607066),41,MONSERRAT
5898,-34.6156213,-58.3667441,26000.0,34.0,3650.0,1.0,zonaprop,$,POINT (-58.3667441 -34.6156213),41,MONSERRAT
6099,-34.608893800000004,-58.37370442203471,55000.0,85.0,11000.0,3.0,zonaprop,$,POINT (-58.37370442203471 -34.6088938),41,MONSERRAT
6462,-34.6151021,-58.375923300000004,85000.0,230.0,20000.0,8.0,zonaprop,$,POINT (-58.3759233 -34.6151021),41,MONSERRAT
6483,-34.611442700000005,-58.390255,28000.0,50.0,3500.0,2.0,zonaprop,$,POINT (-58.390255 -34.6114427),41,MONSERRAT
6646,-34.607065999999996,-58.3699819,60000.0,102.0,11555.0,3.0,zonaprop,$,POINT (-58.3699819 -34.607066),41,MONSERRAT
6653,-34.61565456530612,-58.37610600000001,35000.0,60.0,7200.0,3.0,zonaprop,$,POINT (-58.37610600000001 -34.61565456530612),41,MONSERRAT
6735,-34.6115595,-58.3841265,20000.0,28.0,4260.0,1.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
6745,-34.6115595,-58.3841265,44000.0,61.0,10500.0,3.0,zonaprop,$,POINT (-58.3841265 -34.6115595),41,MONSERRAT
6768,-34.612326700000004,-58.36956,60000.0,62.0,11000.0,3.0,zonaprop,$,POINT (-58.36956 -34.6123267),41,MONSERRAT
6818,-34.6080328,-58.3749573,45000.0,52.0,11400.0,3.0,zonaprop,$,POINT (-58.3749573 -34.6080328),41,MONSERRAT
6961,-34.6113717,-58.374704799999996,30000.0,40.0,8000.0,2.0,zonaprop,$,POINT (-58.3747048 -34.6113717),41,MONSERRAT
7147,-34.61012410000001,-58.38778277142857,38000.0,90.0,9000.0,2.0,zonaprop,$,POINT (-58.38778277142857 -34.61012410000001),41,MONSERRAT
7148,-34.609916438775514,-58.385025508163274,19000.0,30.0,7900.0,1.0,zonaprop,$,POINT (-58.38502550816327 -34.60991643877551),41,MONSERRAT
7149,-34.61013631428572,-58.38799847755102,28000.0,35.0,5000.0,2.0,zonaprop,$,POINT (-58.38799847755102 -34.61013631428572),41,MONSERRAT
7154,-34.61435514285714,-58.374513028571435,19000.0,40.0,5800.0,2.0,zonaprop,$,POINT (-58.37451302857144 -34.61435514285714),41,MONSERRAT
7161,-34.608789341666665,-58.38208974166667,30000.0,69.0,7000.0,3.0,zonaprop,$,POINT (-58.38208974166667 -34.60878934166666),41,MONSERRAT
7220,-34.613234999999996,-58.3845713,30000.0,65.0,0.0,1.0,zonaprop,$,POINT (-58.3845713 -34.613235),41,MONSERRAT
7283,-34.613544014285715,-58.368071648979594,28000.0,37.0,4000.0,1.0,zonaprop,$,POINT (-58.36807164897959 -34.61354401428571),41,MONSERRAT
7307,-34.61684382653061,-58.388276014285715,27000.0,52.0,6600.0,2.0,zonaprop,$,POINT (-58.38827601428572 -34.61684382653061),41,MONSERRAT
7341,-34.6129755,-58.37749350000001,30000.0,39.0,5500.0,2.0,zonaprop,$,POINT (-58.37749350000001 -34.6129755),41,MONSERRAT
7369,-34.617622,-58.3844053,29000.0,54.0,3900.0,2.0,zonaprop,$,POINT (-58.3844053 -34.617622),41,MONSERRAT
7374,-34.617622600000004,-58.383130200000004,29000.0,54.0,3900.0,2.0,zonaprop,$,POINT (-58.3831302 -34.6176226),41,MONSERRAT
7375,-34.6164535,-58.38313,29000.0,54.0,3900.0,2.0,zonaprop,$,POINT (-58.38313 -34.6164535),41,MONSERRAT
7376,-34.616543,-58.384530000000005,28999.0,54.0,3900.0,2.0,zonaprop,$,POINT (-58.38453000000001 -34.616543),41,MONSERRAT
7434,-34.6138227,-58.374617,23900.0,21.0,1.0,1.0,zonaprop,$,POINT (-58.374617 -34.6138227),41,MONSERRAT
2079,-34.6083,-58.3712,26000.0,30.0,0.0,1.0,properati,ars,POINT (-58.3712 -34.6083),41,MONSERRAT
2216,-34.6083,-58.3712,22000.0,21.0,0.0,1.0,properati,ars,POINT (-58.3712 -34.6083),41,MONSERRAT
4095,-34.6083,-58.3712,25000.0,38.0,0.0,2.0,properati,ars,POINT (-58.3712 -34.6083),41,MONSERRAT
4302,-34.6083,-58.3712,16000.0,14.0,0.0,1.0,properati,ars,POINT (-58.3712 -34.6083),41,MONSERRAT
4339,-34.6083,-58.3712,28000.0,78.0,0.0,2.0,properati,ars,POINT (-58.3712 -34.6083),41,MONSERRAT
135,-34.6142179,-58.3800926,40000.0,50.0,3000.0,2.0,meli,$,POINT (-58.3800926 -34.6142179),41,MONSERRAT
147,-34.6077407,-58.3679821,49000.0,65.0,0.0,3.0,meli,$,POINT (-58.3679821 -34.6077407),41,MONSERRAT
180,-34.6117668,-58.3748093,35000.0,45.0,9500.0,2.0,meli,$,POINT (-58.3748093 -34.6117668),41,MONSERRAT
264,-34.615179,-58.3803036,39000.0,33.0,9000.0,1.0,meli,$,POINT (-58.3803036 -34.615179),41,MONSERRAT
314,-34.6136801,-58.3680268,25000.0,36.0,5000.0,1.0,meli,$,POINT (-58.3680268 -34.6136801),41,MONSERRAT
405,-34.6113731,-58.3726,25000.0,34.0,5000.0,2.0,meli,$,POINT (-58.3726 -34.6113731),41,MONSERRAT
459,-34.616769,-58.38401800000001,45000.0,41.0,9700.0,2.0,meli,$,POINT (-58.38401800000001 -34.616769),41,MONSERRAT
515,-34.6124514,-58.3745624,90000.0,75.0,0.0,4.0,meli,$,POINT (-58.3745624 -34.6124514),41,MONSERRAT
662,-34.613527600000005,-58.38472950000001,34000.0,37.0,8200.0,1.0,meli,$,POINT (-58.38472950000001 -34.6135276),41,MONSERRAT
693,-34.608762899999995,-58.37699300000001,70000.0,130.0,21000.0,5.0,meli,$,POINT (-58.37699300000001 -34.60876289999999),41,MONSERRAT
831,-34.609376899999994,-58.3841044,19500.0,29.0,5700.0,1.0,meli,$,POINT (-58.3841044 -34.60937689999999),41,MONSERRAT
835,-34.6165483,-58.388772,38000.0,36.0,5786.0,2.0,meli,$,POINT (-58.388772 -34.6165483),41,MONSERRAT
841,-34.613758000000004,-58.3788879,37000.0,35.0,15000.0,1.0,meli,$,POINT (-58.3788879 -34.613758),41,MONSERRAT
876,-34.6123336,-58.37620329999999,35000.0,45.0,10000.0,2.0,meli,$,POINT (-58.37620329999999 -34.6123336),41,MONSERRAT
892,-34.6101386,-58.3878062,45000.0,90.0,13000.0,4.0,meli,$,POINT (-58.3878062 -34.6101386),41,MONSERRAT
999,-34.6131532,-58.38544200000001,32000.0,38.0,4000.0,1.0,meli,$,POINT (-58.38544200000001 -34.6131532),41,MONSERRAT
1031,-34.609376899999994,-58.3841044,22000.0,34.0,5800.0,1.0,meli,$,POINT (-58.3841044 -34.60937689999999),41,MONSERRAT
1098,-34.6153226,-58.3788619,28000.0,43.0,9500.0,1.0,meli,$,POINT (-58.3788619 -34.6153226),41,MONSERRAT
1108,-34.6153226,-58.3788619,28000.0,43.0,9500.0,1.0,meli,$,POINT (-58.3788619 -34.6153226),41,MONSERRAT
1122,-34.612728000000004,-58.390235200000006,24000.0,36.0,0.0,2.0,meli,$,POINT (-58.39023520000001 -34.612728),41,MONSERRAT
1175,-34.6097132,-58.37926210000001,55000.0,120.0,15000.0,6.0,meli,$,POINT (-58.37926210000001 -34.6097132),41,MONSERRAT
1278,-34.6132776,-58.3853864,32000.0,36.0,1900.0,2.0,meli,$,POINT (-58.3853864 -34.6132776),41,MONSERRAT
1304,-34.6157451,-58.37740030000001,28000.0,35.0,3500.0,2.0,meli,$,POINT (-58.37740030000001 -34.6157451),41,MONSERRAT
1314,-34.6144435,-58.3914809,20000.0,20.0,1500.0,1.0,meli,$,POINT (-58.3914809 -34.6144435),41,MONSERRAT
1396,-34.612140999999994,-58.370634,68000.0,45.0,0.0,2.0,meli,$,POINT (-58.370634 -34.61214099999999),41,MONSERRAT
1438,-34.6085073,-58.37812879999999,35000.0,55.0,0.0,3.0,meli,$,POINT (-58.37812879999999 -34.6085073),41,MONSERRAT
1440,-34.6121684,-58.3846406,30000.0,32.0,3800.0,1.0,meli,$,POINT (-58.3846406 -34.6121684),41,MONSERRAT
1456,-34.6152878,-58.3784714,27500.0,40.0,5000.0,1.0,meli,$,POINT (-58.3784714 -34.6152878),41,MONSERRAT
1464,-34.6149436,-58.3744644,60000.0,141.0,15000.0,5.0,meli,$,POINT (-58.3744644 -34.6149436),41,MONSERRAT
1530,-34.6173162,-58.3777171,45000.0,55.0,9500.0,3.0,meli,$,POINT (-58.3777171 -34.6173162),41,MONSERRAT
1564,-34.60914879999999,-58.3843725,75000.0,204.0,12500.0,6.0,meli,$,POINT (-58.3843725 -34.60914879999999),41,MONSERRAT
1604,-34.612140999999994,-58.370634,48000.0,30.0,0.0,1.0,meli,$,POINT (-58.370634 -34.61214099999999),41,MONSERRAT
1637,-34.609375,-58.3841083,22000.0,22.0,0.0,1.0,meli,$,POINT (-58.3841083 -34.609375),41,MONSERRAT
1640,-34.6089372,-58.3866563,19900.0,32.0,4500.0,1.0,meli,$,POINT (-58.3866563 -34.6089372),41,MONSERRAT
1660,-34.6096206,-58.37904,28000.0,45.0,9000.0,2.0,meli,$,POINT (-58.37904 -34.6096206),41,MONSERRAT
1685,-34.612706,-58.37775,30000.0,40.0,5655.0,2.0,meli,$,POINT (-58.37775 -34.612706),41,MONSERRAT
1751,-34.615604299999994,-58.3878307,40000.0,65.0,5400.0,3.0,meli,$,POINT (-58.3878307 -34.61560429999999),41,MONSERRAT
1803,-34.615639200000004,-58.386777,29000.0,41.0,0.0,2.0,meli,$,POINT (-58.386777 -34.6156392),41,MONSERRAT
1884,-34.6115219,-58.3735263,80000.0,72.0,7800.0,2.0,meli,$,POINT (-58.3735263 -34.6115219),41,MONSERRAT
1951,-34.61731339999999,-58.3842926,29000.0,40.0,4500.0,2.0,meli,$,POINT (-58.3842926 -34.61731339999999),41,MONSERRAT
1,-34.57395,-58.490359999999995,27000.0,33.0,4500.0,2.0,argenprop,$,POINT (-58.49036 -34.57395),22,VILLA URQUIZA
39,-34.57833,-58.4893,45000.0,45.0,5500.0,2.0,argenprop,$,POINT (-58.4893 -34.57833),22,VILLA URQUIZA
120,-34.5759,-58.484919999999995,85000.0,92.0,16000.0,4.0,argenprop,$,POINT (-58.48492 -34.5759),22,VILLA URQUIZA
132,-34.57562,-58.4864,80000.0,70.0,11800.0,4.0,argenprop,$,POINT (-58.4864 -34.57562),22,VILLA URQUIZA
160,-34.56756,-58.47276,60000.0,83.0,8600.0,3.0,argenprop,$,POINT (-58.47276 -34.56756),22,VILLA URQUIZA
162,-34.570240000000005,-58.489169999999994,50000.0,51.0,6700.0,2.0,argenprop,$,POINT (-58.48916999999999 -34.57024000000001),22,VILLA URQUIZA
216,-34.57427,-58.48228,46000.0,52.0,0.0,2.0,argenprop,$,POINT (-58.48228 -34.57427),22,VILLA URQUIZA
235,-34.56928,-58.47615,85000.0,47.0,0.0,2.0,argenprop,$,POINT (-58.47615 -34.56928),22,VILLA URQUIZA
251,-34.580659999999995,-58.489580000000004,47000.0,63.0,4500.0,1.0,argenprop,$,POINT (-58.48958 -34.58065999999999),22,VILLA URQUIZA
260,-34.5756,-58.485969999999995,100000.0,108.0,10000.0,4.0,argenprop,$,POINT (-58.48596999999999 -34.5756),22,VILLA URQUIZA
270,-34.576209999999996,-58.49129,36000.0,41.0,8500.0,2.0,argenprop,$,POINT (-58.49129 -34.57621),22,VILLA URQUIZA
