,lat,lon,precio,sup_total,expensas,ambientes,fuente,precio_moneda,geometry,index_right,BARRIO
1666,-34.5858064,-58.41291210000001,80000.0,114.0,18000.0,4.0,meli,$,POINT (-58.41291210000001 -34.5858064),33,PALERMO
1677,-34.5827619,-58.42421360000001,52000.0,51.0,6600.0,3.0,meli,$,POINT (-58.42421360000001 -34.5827619),33,PALERMO
1689,-34.595133000000004,-58.423397,26000.0,30.0,5900.0,2.0,meli,$,POINT (-58.423397 -34.595133),33,PALERMO
1692,-34.5925203,-58.4228024,25000.0,28.0,4700.0,1.0,meli,$,POINT (-58.4228024 -34.5925203),33,PALERMO
1693,-34.5825669,-58.4046757,40000.0,42.0,12300.0,2.0,meli,$,POINT (-58.4046757 -34.5825669),33,PALERMO
1704,-34.59171729999999,-58.4177606,58000.0,49.0,5000.0,3.0,meli,$,POINT (-58.4177606 -34.59171729999999),33,PALERMO
1708,-34.575514,-58.43953810000001,30000.0,32.0,6000.0,1.0,meli,$,POINT (-58.43953810000001 -34.575514),33,PALERMO
1712,-34.592882,-58.41824980000001,35000.0,34.0,9800.0,2.0,meli,$,POINT (-58.41824980000001 -34.592882),33,PALERMO
1714,-34.5653878,-58.4382167,65000.0,90.0,18000.0,4.0,meli,$,POINT (-58.4382167 -34.5653878),33,PALERMO
1715,-34.57780379999999,-58.42180820000001,105000.0,107.0,19000.0,3.0,meli,$,POINT (-58.42180820000001 -34.57780379999999),33,PALERMO
1725,-34.5781049,-58.4325101,85000.0,74.0,8000.0,2.0,meli,$,POINT (-58.4325101 -34.5781049),33,PALERMO
1795,-34.590100799999995,-58.41610110000001,79000.0,89.0,20000.0,4.0,meli,$,POINT (-58.41610110000001 -34.59010079999999),33,PALERMO
1796,-34.5926309,-58.4272777,43900.0,38.0,12700.0,1.0,meli,$,POINT (-58.4272777 -34.5926309),33,PALERMO
1818,-34.58609129999999,-58.4201544,38000.0,40.0,6300.0,2.0,meli,$,POINT (-58.4201544 -34.58609129999999),33,PALERMO
1829,-34.5742659,-58.4336558,35000.0,38.0,0.0,1.0,meli,$,POINT (-58.4336558 -34.5742659),33,PALERMO
1853,-34.5780219,-58.4083843,45000.0,43.0,7000.0,1.0,meli,$,POINT (-58.4083843 -34.5780219),33,PALERMO
1861,-34.589263,-58.41188929999999,80000.0,111.0,30000.0,4.0,meli,$,POINT (-58.41188929999999 -34.589263),33,PALERMO
1879,-34.5780655,-58.42653170000001,75000.0,110.0,20000.0,4.0,meli,$,POINT (-58.42653170000001 -34.5780655),33,PALERMO
1881,-34.5831317,-58.40617579999999,27000.0,40.0,24000.0,2.0,meli,$,POINT (-58.40617579999999 -34.5831317),33,PALERMO
1904,-34.5679094,-58.433701,65000.0,65.0,12.0,3.0,meli,$,POINT (-58.433701 -34.5679094),33,PALERMO
1906,-34.5826567,-58.4071263,32000.0,40.0,8500.0,2.0,meli,$,POINT (-58.4071263 -34.5826567),33,PALERMO
1914,-34.5679094,-58.433701,65000.0,65.0,12.0,3.0,meli,$,POINT (-58.433701 -34.5679094),33,PALERMO
1916,-34.5826567,-58.4071263,32000.0,40.0,8500.0,2.0,meli,$,POINT (-58.4071263 -34.5826567),33,PALERMO
1927,-34.59085,-58.416338,55000.0,43.0,9350.0,2.0,meli,$,POINT (-58.416338 -34.59085),33,PALERMO
1928,-34.5708578,-58.4411082,109000.0,88.0,16900.0,3.0,meli,$,POINT (-58.4411082 -34.5708578),33,PALERMO
1939,-34.5847685,-58.4071733,40000.0,48.0,5000.0,2.0,meli,$,POINT (-58.4071733 -34.5847685),33,PALERMO
1944,-34.5834044,-58.4269238,55000.0,50.0,9300.0,2.0,meli,$,POINT (-58.4269238 -34.5834044),33,PALERMO
1954,-34.5932844,-58.4252764,32000.0,34.0,5300.0,2.0,meli,$,POINT (-58.4252764 -34.5932844),33,PALERMO
1961,-34.5882395,-58.4118656,150000.0,157.0,41800.0,5.0,meli,$,POINT (-58.4118656 -34.5882395),33,PALERMO
1964,-34.563644399999994,-58.441143,29000.0,43.0,11290.0,1.0,meli,$,POINT (-58.441143 -34.56364439999999),33,PALERMO
1973,-34.5879722,-58.4229161,35000.0,38.0,5500.0,2.0,meli,$,POINT (-58.4229161 -34.5879722),33,PALERMO
1977,-34.5838637,-58.4217068,80000.0,73.0,15175.0,3.0,meli,$,POINT (-58.4217068 -34.5838637),33,PALERMO
1984,-34.5688672,-58.4346302,60000.0,48.0,10600.0,3.0,meli,$,POINT (-58.4346302 -34.5688672),33,PALERMO
1988,-34.581698700000004,-58.43354720000001,75000.0,80.0,6000.0,3.0,meli,$,POINT (-58.43354720000001 -34.5816987),33,PALERMO
1992,-34.5679784,-58.4463653,70000.0,52.0,13900.0,2.0,meli,$,POINT (-58.4463653 -34.5679784),33,PALERMO
1999,-34.585319,-58.41595699999999,87000.0,77.0,13920.0,3.0,meli,$,POINT (-58.41595699999999 -34.585319),33,PALERMO
2003,-34.5887745,-58.4252602,70000.0,50.0,11000.0,2.0,meli,$,POINT (-58.4252602 -34.5887745),33,PALERMO
2005,-34.5867731,-58.4274403,39000.0,43.0,8000.0,2.0,meli,$,POINT (-58.4274403 -34.5867731),33,PALERMO
2011,-34.568824799999994,-58.4442024,680000.0,820.0,0.0,6.0,meli,$,POINT (-58.4442024 -34.56882479999999),33,PALERMO
2019,-34.577417100000005,-58.4305416,85000.0,150.0,19000.0,4.0,meli,$,POINT (-58.4305416 -34.57741710000001),33,PALERMO
2036,-34.5919151,-58.4230804,65000.0,80.0,1800.0,3.0,meli,$,POINT (-58.4230804 -34.5919151),33,PALERMO
2066,-34.5952215,-58.4210366,140000.0,396.0,0.0,4.0,meli,$,POINT (-58.4210366 -34.5952215),33,PALERMO
2133,-34.56731420000001,-58.4423561,270000.0,300.0,0.0,6.0,meli,$,POINT (-58.4423561 -34.56731420000001),33,PALERMO
2153,-34.5666263,-58.4362363,270000.0,270.0,0.0,6.0,meli,$,POINT (-58.4362363 -34.5666263),33,PALERMO
2195,-34.568824799999994,-58.4442024,680000.0,820.0,0.0,6.0,meli,$,POINT (-58.4442024 -34.56882479999999),33,PALERMO
2203,-34.577417100000005,-58.4305416,85000.0,150.0,19000.0,4.0,meli,$,POINT (-58.4305416 -34.57741710000001),33,PALERMO
2220,-34.5919151,-58.4230804,65000.0,80.0,1800.0,3.0,meli,$,POINT (-58.4230804 -34.5919151),33,PALERMO
2250,-34.5952215,-58.4210366,140000.0,396.0,0.0,4.0,meli,$,POINT (-58.4210366 -34.5952215),33,PALERMO
2317,-34.56731420000001,-58.4423561,270000.0,300.0,0.0,6.0,meli,$,POINT (-58.4423561 -34.56731420000001),33,PALERMO
2337,-34.5666263,-58.4362363,270000.0,270.0,0.0,6.0,meli,$,POINT (-58.4362363 -34.5666263),33,PALERMO
18,-34.615140000000004,-58.498430000000006,44000.0,42.0,0.0,2.0,argenprop,$,POINT (-58.49843000000001 -34.61514),7,MONTE CASTRO
20,-34.615140000000004,-58.498430000000006,44000.0,42.0,0.0,2.0,argenprop,$,POINT (-58.49843000000001 -34.61514),7,MONTE CASTRO
80,-34.60954,-58.50063000000001,22000.0,25.0,0.0,1.0,argenprop,$,POINT (-58.50063000000001 -34.60954),7,MONTE CASTRO
101,-34.61376,-58.496140000000004,24000.0,36.0,4380.0,1.0,argenprop,$,POINT (-58.49614 -34.61376),7,MONTE CASTRO
108,-34.62457,-58.5111,45000.0,50.0,4000.0,3.0,argenprop,$,POINT (-58.5111 -34.62457),7,MONTE CASTRO
179,-34.61392,-58.506440000000005,45000.0,46.0,0.0,2.0,argenprop,$,POINT (-58.50644 -34.61392),7,MONTE CASTRO
333,-34.62016,-58.50634,34500.0,64.0,3000.0,2.0,argenprop,$,POINT (-58.50634 -34.62016),7,MONTE CASTRO
334,-34.62016,-58.50634,34500.0,64.0,3000.0,2.0,argenprop,$,POINT (-58.50634 -34.62016),7,MONTE CASTRO
349,-34.6212,-58.515719999999995,25000.0,32.0,5500.0,1.0,argenprop,$,POINT (-58.51571999999999 -34.6212),7,MONTE CASTRO
351,-34.62073,-58.49909,35000.0,52.0,0.0,2.0,argenprop,$,POINT (-58.49909 -34.62073),7,MONTE CASTRO
453,-34.62238,-58.50845,95000.0,140.0,6000.0,4.0,argenprop,$,POINT (-58.50845 -34.62238),7,MONTE CASTRO
454,-34.62243,-58.508469999999996,95000.0,140.0,6000.0,4.0,argenprop,$,POINT (-58.50847 -34.62243),7,MONTE CASTRO
892,-34.61574,-58.49615,43000.0,65.0,15000.0,3.0,argenprop,$,POINT (-58.49615 -34.61574),7,MONTE CASTRO
978,-34.61854,-58.513259999999995,30000.0,35.0,1500.0,1.0,argenprop,$,POINT (-58.51326 -34.61854),7,MONTE CASTRO
1009,-34.61957,-58.50499,33000.0,38.0,0.0,2.0,argenprop,$,POINT (-58.50499 -34.61957),7,MONTE CASTRO
237,-34.61946939999999,-58.5077136,40000.0,60.0,0.0,2.0,zonaprop,$,POINT (-58.5077136 -34.61946939999999),7,MONTE CASTRO
451,-34.618621142857144,-58.50603542857142,55000.0,75.0,0.0,3.0,zonaprop,$,POINT (-58.50603542857142 -34.61862114285714),7,MONTE CASTRO
950,-34.6242669,-58.519544499999995,27000.0,31.0,0.0,1.0,zonaprop,$,POINT (-58.51954449999999 -34.6242669),7,MONTE CASTRO
976,-34.6189795,-58.4993413,30000.0,38.0,4000.0,2.0,zonaprop,$,POINT (-58.4993413 -34.6189795),7,MONTE CASTRO
1341,-34.6188385,-58.50594649999999,26000.0,25.0,2000.0,1.0,zonaprop,$,POINT (-58.50594649999999 -34.6188385),7,MONTE CASTRO
1537,-34.62283970000001,-58.5080177,95000.0,140.0,6000.0,4.0,zonaprop,$,POINT (-58.5080177 -34.62283970000001),7,MONTE CASTRO
1735,-34.619685942857146,-58.50844715918368,48000.0,56.0,6000.0,2.0,zonaprop,$,POINT (-58.50844715918368 -34.61968594285715),7,MONTE CASTRO
1749,-34.617151899999996,-58.506302100000006,39000.0,47.0,0.0,2.0,zonaprop,$,POINT (-58.50630210000001 -34.6171519),7,MONTE CASTRO
2592,-34.6218034,-58.514662,24000.0,32.0,3570.0,1.0,zonaprop,$,POINT (-58.514662 -34.6218034),7,MONTE CASTRO
3274,-34.6123456,-58.50541379999999,45000.0,48.0,5000.0,2.0,zonaprop,$,POINT (-58.50541379999999 -34.6123456),7,MONTE CASTRO
3421,-34.6131624,-58.5043928,32000.0,52.0,7500.0,2.0,zonaprop,$,POINT (-58.5043928 -34.6131624),7,MONTE CASTRO
3440,-34.6209452,-58.5074892,29000.0,32.0,4000.0,2.0,zonaprop,$,POINT (-58.5074892 -34.6209452),7,MONTE CASTRO
3518,-34.6188385,-58.50594649999999,27000.0,30.0,3600.0,1.0,zonaprop,$,POINT (-58.50594649999999 -34.6188385),7,MONTE CASTRO
4908,-34.616151510204084,-58.50133430612246,28000.0,38.0,6800.0,1.0,zonaprop,$,POINT (-58.50133430612246 -34.61615151020408),7,MONTE CASTRO
5531,-34.62283970000001,-58.5080177,95000.0,140.0,6000.0,4.0,zonaprop,$,POINT (-58.5080177 -34.62283970000001),7,MONTE CASTRO
5619,-34.6244417,-58.5136503,41000.0,65.0,3100.0,3.0,zonaprop,$,POINT (-58.5136503 -34.6244417),7,MONTE CASTRO
6493,-34.6123456,-58.50541379999999,43000.0,48.0,4500.0,2.0,zonaprop,$,POINT (-58.50541379999999 -34.6123456),7,MONTE CASTRO
6664,-34.6206434,-58.4992691,35000.0,50.0,3500.0,2.0,zonaprop,$,POINT (-58.4992691 -34.6206434),7,MONTE CASTRO
6807,-34.618724816326534,-58.50623073469387,38000.0,45.0,0.0,1.0,zonaprop,$,POINT (-58.50623073469387 -34.61872481632653),7,MONTE CASTRO
6892,-34.6202282,-58.5041137,38000.0,50.0,2000.0,2.0,zonaprop,$,POINT (-58.5041137 -34.6202282),7,MONTE CASTRO
6944,-34.618621142857144,-58.50603542857142,55000.0,75.0,0.0,3.0,zonaprop,$,POINT (-58.50603542857142 -34.61862114285714),7,MONTE CASTRO
7061,-34.6159943,-58.495740100000006,20000.0,35.0,3500.0,1.0,zonaprop,$,POINT (-58.49574010000001 -34.6159943),7,MONTE CASTRO
7436,-34.61946939999999,-58.5077136,40000.0,60.0,0.0,2.0,zonaprop,$,POINT (-58.5077136 -34.61946939999999),7,MONTE CASTRO
171,-34.615138,-58.498430000000006,41000.0,49.0,0.0,2.0,meli,$,POINT (-58.49843000000001 -34.615138),7,MONTE CASTRO
481,-34.61963529999999,-58.5000927,53000.0,81.0,7500.0,3.0,meli,$,POINT (-58.5000927 -34.61963529999999),7,MONTE CASTRO
483,-34.6236829,-58.5067468,41000.0,48.0,8000.0,2.0,meli,$,POINT (-58.5067468 -34.6236829),7,MONTE CASTRO
505,-34.618654799999995,-58.49870960000001,90000.0,80.0,7000.0,4.0,meli,$,POINT (-58.49870960000001 -34.61865479999999),7,MONTE CASTRO
948,-34.624885299999995,-58.5055427,37000.0,40.0,0.0,2.0,meli,$,POINT (-58.5055427 -34.6248853),7,MONTE CASTRO
963,-34.619718799999994,-58.5017436,40000.0,47.0,0.0,2.0,meli,$,POINT (-58.5017436 -34.61971879999999),7,MONTE CASTRO
985,-34.6172102,-58.50155279999999,28500.0,38.0,0.0,1.0,meli,$,POINT (-58.50155279999999 -34.6172102),7,MONTE CASTRO
1072,-34.6207744,-58.5024721,40000.0,45.0,5800.0,2.0,meli,$,POINT (-58.5024721 -34.6207744),7,MONTE CASTRO
1208,-34.6197789,-58.4998687,32500.0,50.0,3500.0,2.0,meli,$,POINT (-58.4998687 -34.6197789),7,MONTE CASTRO
1238,-34.6226983,-58.50804770000001,95000.0,140.0,6000.0,4.0,meli,$,POINT (-58.50804770000001 -34.6226983),7,MONTE CASTRO
1249,-34.617112,-58.5010743,33000.0,45.0,0.0,2.0,meli,$,POINT (-58.5010743 -34.617112),7,MONTE CASTRO
1559,-34.6153901,-58.50479789999999,28000.0,32.0,4825.0,2.0,meli,$,POINT (-58.50479789999999 -34.6153901),7,MONTE CASTRO
1578,-34.6207744,-58.5024721,40000.0,45.0,5800.0,2.0,meli,$,POINT (-58.5024721 -34.6207744),7,MONTE CASTRO
1641,-34.6203346,-58.51412579999999,23000.0,28.0,5000.0,1.0,meli,$,POINT (-58.51412579999999 -34.6203346),7,MONTE CASTRO
1753,-34.6201776,-58.5167324,36000.0,38.0,0.0,1.0,meli,$,POINT (-58.5167324 -34.6201776),7,MONTE CASTRO
1809,-34.6198107,-58.5061512,32000.0,38.0,2000.0,2.0,meli,$,POINT (-58.5061512 -34.6198107),7,MONTE CASTRO
1837,-34.6192589,-58.5067787,32000.0,38.0,2600.0,2.0,meli,$,POINT (-58.5067787 -34.6192589),7,MONTE CASTRO
1998,-34.6226983,-58.50804770000001,95000.0,140.0,6000.0,4.0,meli,$,POINT (-58.50804770000001 -34.6226983),7,MONTE CASTRO
19,-34.60392,-58.487669999999994,35000.0,50.0,8000.0,2.0,argenprop,$,POINT (-58.48766999999999 -34.60392),3,VILLA DEL PARQUE
37,-34.60492,-58.47764,32000.0,48.0,3500.0,2.0,argenprop,$,POINT (-58.47764 -34.60492),3,VILLA DEL PARQUE
115,-34.60321,-58.49446999999999,28000.0,40.0,4500.0,2.0,argenprop,$,POINT (-58.49446999999999 -34.60321),3,VILLA DEL PARQUE
133,-34.60478,-58.503840000000004,42000.0,61.0,0.0,2.0,argenprop,$,POINT (-58.50384 -34.60478),3,VILLA DEL PARQUE
157,-34.61206,-58.4931,75000.0,65.0,5000.0,3.0,argenprop,$,POINT (-58.4931 -34.61206),3,VILLA DEL PARQUE
187,-34.60032,-58.492580000000004,25100.0,31.0,4200.0,2.0,argenprop,$,POINT (-58.49258 -34.60032),3,VILLA DEL PARQUE
319,-34.60395,-58.4879,38000.0,45.0,4500.0,2.0,argenprop,$,POINT (-58.4879 -34.60395),3,VILLA DEL PARQUE
386,-34.59953,-58.49021,60000.0,70.0,9000.0,3.0,argenprop,$,POINT (-58.49021 -34.59953),3,VILLA DEL PARQUE
395,-34.60739,-58.490140000000004,30000.0,30.0,4991.0,2.0,argenprop,$,POINT (-58.49014 -34.60739),3,VILLA DEL PARQUE
419,-34.60287,-58.489430000000006,26900.0,40.0,2683.0,2.0,argenprop,$,POINT (-58.48943000000001 -34.60287),3,VILLA DEL PARQUE
420,-34.60287,-58.489430000000006,26900.0,40.0,2683.0,2.0,argenprop,$,POINT (-58.48943000000001 -34.60287),3,VILLA DEL PARQUE
423,-34.60287,-58.489430000000006,26900.0,40.0,2683.0,2.0,argenprop,$,POINT (-58.48943000000001 -34.60287),3,VILLA DEL PARQUE
426,-34.60287,-58.489430000000006,26900.0,40.0,2683.0,2.0,argenprop,$,POINT (-58.48943000000001 -34.60287),3,VILLA DEL PARQUE
487,-34.601620000000004,-58.491130000000005,36000.0,46.0,5600.0,1.0,argenprop,$,POINT (-58.49113000000001 -34.60162),3,VILLA DEL PARQUE
558,-34.60419,-58.49525,60000.0,63.0,0.0,3.0,argenprop,$,POINT (-58.49525 -34.60419),3,VILLA DEL PARQUE
592,-34.60236,-58.489259999999994,36000.0,44.0,0.0,2.0,argenprop,$,POINT (-58.48925999999999 -34.60236),3,VILLA DEL PARQUE
631,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
632,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
635,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
636,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
637,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
639,-34.60668,-58.48093000000001,74000.0,148.0,0.0,4.0,argenprop,$,POINT (-58.48093000000001 -34.60668),3,VILLA DEL PARQUE
759,-34.609390000000005,-58.486000000000004,100000.0,201.0,0.0,4.0,argenprop,$,POINT (-58.486 -34.60939),3,VILLA DEL PARQUE
896,-34.607209999999995,-58.48555,35000.0,30.0,3000.0,1.0,argenprop,$,POINT (-58.48555 -34.60720999999999),3,VILLA DEL PARQUE
897,-34.607209999999995,-58.48555,55000.0,46.0,3000.0,3.0,argenprop,$,POINT (-58.48555 -34.60720999999999),3,VILLA DEL PARQUE
952,-34.60732,-58.49918,89900.0,200.0,0.0,4.0,argenprop,$,POINT (-58.49918 -34.60732),3,VILLA DEL PARQUE
964,-34.60429,-58.48754,35000.0,37.0,4000.0,1.0,argenprop,$,POINT (-58.48754 -34.60429),3,VILLA DEL PARQUE
966,-34.60032,-58.492580000000004,36000.0,37.0,5000.0,2.0,argenprop,$,POINT (-58.49258 -34.60032),3,VILLA DEL PARQUE
998,-34.60329,-58.491569999999996,35000.0,52.0,5100.0,2.0,argenprop,$,POINT (-58.49157 -34.60329),3,VILLA DEL PARQUE
999,-34.60329,-58.491569999999996,35000.0,52.0,5100.0,2.0,argenprop,$,POINT (-58.49157 -34.60329),3,VILLA DEL PARQUE
1032,-34.59861,-58.488609999999994,190000.0,389.0,0.0,4.0,argenprop,$,POINT (-58.48860999999999 -34.59861),3,VILLA DEL PARQUE
1042,-34.6007,-58.49194,90000.0,125.0,0.0,3.0,argenprop,$,POINT (-58.49194 -34.6007),3,VILLA DEL PARQUE
168,-34.60459753061225,-58.50237837755103,31400.0,46.0,2900.0,2.0,zonaprop,$,POINT (-58.50237837755103 -34.60459753061225),3,VILLA DEL PARQUE
335,-34.602416999999996,-58.490772,27000.0,29.0,5081.0,1.0,zonaprop,$,POINT (-58.490772 -34.602417),3,VILLA DEL PARQUE
370,-34.60322296122449,-58.500359995918366,22000.0,36.0,6000.0,2.0,zonaprop,$,POINT (-58.50035999591837 -34.60322296122449),3,VILLA DEL PARQUE
388,-34.6061501,-58.4972409,45000.0,53.0,0.0,2.0,zonaprop,$,POINT (-58.4972409 -34.6061501),3,VILLA DEL PARQUE
455,-34.6047975,-58.4938209,55000.0,79.0,8000.0,3.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
999,-34.600816200000004,-58.4775083,35000.0,68.0,9500.0,4.0,zonaprop,$,POINT (-58.4775083 -34.6008162),3,VILLA DEL PARQUE
1106,-34.6046967,-58.4924802,30000.0,37.0,3900.0,2.0,zonaprop,$,POINT (-58.4924802 -34.6046967),3,VILLA DEL PARQUE
1170,-34.60758,-58.486171,48000.0,63.0,0.0,3.0,zonaprop,$,POINT (-58.486171 -34.60758),3,VILLA DEL PARQUE
1399,-34.59951370612245,-58.48514685306122,44000.0,46.0,0.0,2.0,zonaprop,$,POINT (-58.48514685306122 -34.59951370612245),3,VILLA DEL PARQUE
1618,-34.59933,-58.48959839999999,60000.0,100.0,10000.0,3.0,zonaprop,$,POINT (-58.48959839999999 -34.59933),3,VILLA DEL PARQUE
2080,-34.602916206122444,-58.48939617959185,28900.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
2154,-34.602916206122444,-58.48939617959185,28900.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
2178,-34.602916206122444,-58.48939617959185,28900.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
2198,-34.602916206122444,-58.48939617959185,28900.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
2352,-34.6047975,-58.4938209,25000.0,32.0,7800.0,1.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
2472,-34.59992456122449,-58.49432696938776,70000.0,90.0,0.0,5.0,zonaprop,$,POINT (-58.49432696938776 -34.59992456122449),3,VILLA DEL PARQUE
2484,-34.6047975,-58.4938209,32000.0,42.0,8500.0,2.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
2577,-34.600816200000004,-58.4775083,28000.0,43.0,5300.0,2.0,zonaprop,$,POINT (-58.4775083 -34.6008162),3,VILLA DEL PARQUE
2675,-34.603151700000005,-58.4959541,27000.0,41.0,4400.0,2.0,zonaprop,$,POINT (-58.4959541 -34.60315170000001),3,VILLA DEL PARQUE
2910,-34.59903886923077,-58.4849975,45000.0,57.0,14000.0,2.0,zonaprop,$,POINT (-58.4849975 -34.59903886923077),3,VILLA DEL PARQUE
2961,-34.60356897959184,-58.49091820408164,30000.0,50.0,3000.0,2.0,zonaprop,$,POINT (-58.49091820408164 -34.60356897959184),3,VILLA DEL PARQUE
3011,-34.607819640816324,-58.489656524489796,33000.0,48.0,7000.0,2.0,zonaprop,$,POINT (-58.4896565244898 -34.60781964081632),3,VILLA DEL PARQUE
3166,-34.6110848,-58.4900308,30000.0,34.0,3700.0,1.0,zonaprop,$,POINT (-58.4900308 -34.6110848),3,VILLA DEL PARQUE
3236,-34.60437090612245,-58.494908546938774,34000.0,44.0,3000.0,1.0,zonaprop,$,POINT (-58.49490854693877 -34.60437090612245),3,VILLA DEL PARQUE
3757,-34.6093217,-58.4964317,27000.0,34.0,2800.0,1.0,zonaprop,$,POINT (-58.4964317 -34.6093217),3,VILLA DEL PARQUE
4054,-34.6047975,-58.4938209,23000.0,24.0,4500.0,1.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
4300,-34.60477477551021,-58.49298314285714,30000.0,32.0,3800.0,2.0,zonaprop,$,POINT (-58.49298314285714 -34.60477477551021),3,VILLA DEL PARQUE
4696,-34.600182241666666,-58.49242079166667,25100.0,31.0,4200.0,2.0,zonaprop,$,POINT (-58.49242079166667 -34.60018224166667),3,VILLA DEL PARQUE
4859,-34.5980921,-58.4939566,100000.0,134.0,0.0,5.0,zonaprop,$,POINT (-58.4939566 -34.5980921),3,VILLA DEL PARQUE
4872,-34.60646242244898,-58.48418406122449,27000.0,38.0,4000.0,2.0,zonaprop,$,POINT (-58.48418406122449 -34.60646242244898),3,VILLA DEL PARQUE
4945,-34.6028495,-58.4975589,50000.0,67.0,3800.0,3.0,zonaprop,$,POINT (-58.4975589 -34.6028495),3,VILLA DEL PARQUE
5032,-34.6015986,-58.4970214,40000.0,80.0,7000.0,3.0,zonaprop,$,POINT (-58.4970214 -34.6015986),3,VILLA DEL PARQUE
5405,-34.6047975,-58.4938209,90000.0,220.0,6500.0,4.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
5598,-34.5999919,-58.4811405,25000.0,29.0,4000.0,1.0,zonaprop,$,POINT (-58.4811405 -34.5999919),3,VILLA DEL PARQUE
5777,-34.60367114615385,-58.49298336923078,32000.0,43.0,3000.0,2.0,zonaprop,$,POINT (-58.49298336923078 -34.60367114615385),3,VILLA DEL PARQUE
5827,-34.604939200000004,-58.487043799999995,42000.0,37.0,3500.0,2.0,zonaprop,$,POINT (-58.4870438 -34.6049392),3,VILLA DEL PARQUE
5830,-34.60724416326531,-58.49147075510204,45000.0,56.0,6000.0,3.0,zonaprop,$,POINT (-58.49147075510204 -34.60724416326531),3,VILLA DEL PARQUE
6194,-34.601223100000006,-58.4865788,30000.0,43.0,5500.0,2.0,zonaprop,$,POINT (-58.4865788 -34.60122310000001),3,VILLA DEL PARQUE
6197,-34.60688029999999,-58.484951,35000.0,40.0,6800.0,2.0,zonaprop,$,POINT (-58.484951 -34.60688029999999),3,VILLA DEL PARQUE
6508,-34.59766609387755,-58.492318520408155,25000.0,34.0,4000.0,1.0,zonaprop,$,POINT (-58.49231852040815 -34.59766609387755),3,VILLA DEL PARQUE
6517,-34.6047975,-58.4938209,35000.0,48.0,7544.0,2.0,zonaprop,$,POINT (-58.4938209 -34.6047975),3,VILLA DEL PARQUE
6849,-34.600857899999994,-58.4825071,75000.0,115.0,25000.0,3.0,zonaprop,$,POINT (-58.4825071 -34.60085789999999),3,VILLA DEL PARQUE
7091,-34.600857899999994,-58.4825071,30000.0,42.0,0.0,2.0,zonaprop,$,POINT (-58.4825071 -34.60085789999999),3,VILLA DEL PARQUE
7113,-34.599094959183674,-58.48052570408163,38000.0,65.0,0.0,3.0,zonaprop,$,POINT (-58.48052570408163 -34.59909495918367),3,VILLA DEL PARQUE
7115,-34.60577428367347,-58.49702278163265,30000.0,27.0,3200.0,1.0,zonaprop,$,POINT (-58.49702278163265 -34.60577428367347),3,VILLA DEL PARQUE
7123,-34.602916206122444,-58.48939617959185,28400.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
7135,-34.602916206122444,-58.48939617959185,28400.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
7262,-34.602916206122444,-58.48939617959185,28400.0,40.0,2683.0,2.0,zonaprop,$,POINT (-58.48939617959185 -34.60291620612244),3,VILLA DEL PARQUE
7303,-34.60332957272727,-58.49238351818182,89900.0,240.0,0.0,6.0,zonaprop,$,POINT (-58.49238351818182 -34.60332957272727),3,VILLA DEL PARQUE
7319,-34.60440564545454,-58.49426174090909,98000.0,78.0,0.0,3.0,zonaprop,$,POINT (-58.49426174090909 -34.60440564545454),3,VILLA DEL PARQUE
7366,-34.600676299999996,-58.49199300000001,44500.0,65.0,8000.0,3.0,zonaprop,$,POINT (-58.49199300000001 -34.6006763),3,VILLA DEL PARQUE
